Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Birth Year,Awarded Age,Age Group
2003,Physics,The Nobel Prize in Physics 2003,for pioneering contributions to the theory of superconductors and superfluids,01-Mar,767,Individual,Vitaly L. Ginzburg,04/10/1916,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,08/11/2009,,Alive,1916,87,70+
2003,Physics,The Nobel Prize in Physics 2003,for pioneering contributions to the theory of superconductors and superfluids,01-Mar,768,Individual,Anthony J. Leggett,26/03/1938,London,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,,,Alive,1938,65,60-70
2004,Chemistry,The Nobel Prize in Chemistry 2004,for the discovery of ubiquitin-mediated protein degradation,01-Mar,779,Individual,Aaron Ciechanover,01/10/1947,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,,,Alive,1947,57,50-60
2004,Chemistry,The Nobel Prize in Chemistry 2004,for the discovery of ubiquitin-mediated protein degradation,01-Mar,780,Individual,Avram Hershko,31/12/1937,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,,,Alive,1937,67,60-70
2004,Chemistry,The Nobel Prize in Chemistry 2004,for the discovery of ubiquitin-mediated protein degradation,01-Mar,781,Individual,Irwin Rose,16/07/1926,"Brooklyn, NY",United States of America,Male,University of California,"Irvine, CA",United States of America,03/06/2015,"Deerfield, MA",United States of America,1926,78,70+
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,01-Feb,786,Individual,Finn E. Kydland,01/12/1943,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,,,Alive,1943,61,60-70
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,01-Feb,787,Individual,Edward C. Prescott,26/12/1940,"Glens Falls, NY",United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,,,Alive,1940,64,60-70
2004,Literature,The Nobel Prize in Literature 2004,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,01-Jan,782,Individual,Elfriede Jelinek,20/10/1946,M??rzzuschlag,Austria,Female,,,,,,Alive,1946,58,50-60
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,for their discoveries of odorant receptors and the organization of the olfactory system,01-Feb,774,Individual,Richard Axel,02/07/1946,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,,,Alive,1946,58,50-60
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,for their discoveries of odorant receptors and the organization of the olfactory system,01-Feb,775,Individual,Linda B. Buck,29/01/1947,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,Alive,1947,57,50-60
2004,Peace,The Nobel Peace Prize 2004,"for her contribution to sustainable development, democracy and peace",01-Jan,783,Individual,Wangari Muta Maathai,01/04/1940,Nyeri,Kenya,Female,,,,25/09/2011,Nairobi,Kenya,1940,64,60-70
2004,Physics,The Nobel Prize in Physics 2004,for the discovery of asymptotic freedom in the theory of the strong interaction,01-Mar,776,Individual,David J. Gross,19/02/1941,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,,,Alive,1941,63,60-70
2004,Physics,The Nobel Prize in Physics 2004,for the discovery of asymptotic freedom in the theory of the strong interaction,01-Mar,777,Individual,H. David Politzer,31/08/1949,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,Alive,1949,55,50-60
2004,Physics,The Nobel Prize in Physics 2004,for the discovery of asymptotic freedom in the theory of the strong interaction,01-Mar,778,Individual,Frank Wilczek,15/05/1951,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,Alive,1951,53,50-60
2005,Chemistry,The Nobel Prize in Chemistry 2005,for the development of the metathesis method in organic synthesis,01-Mar,794,Individual,Yves Chauvin,10/10/1930,Menin,Belgium,Male,Institut Fran??ais du P??trole,Rueil-Malmaison,France,27/01/2015,Tours,France,1930,75,70+
2005,Chemistry,The Nobel Prize in Chemistry 2005,for the development of the metathesis method in organic synthesis,01-Mar,795,Individual,Robert H. Grubbs,27/02/1942,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,Alive,1942,63,60-70
2005,Chemistry,The Nobel Prize in Chemistry 2005,for the development of the metathesis method in organic synthesis,01-Mar,796,Individual,Richard R. Schrock,04/01/1945,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,Alive,1945,60,60-70
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,for having enhanced our understanding of conflict and cooperation through game-theory analysis,01-Feb,799,Individual,Robert J. Aumann,08/06/1930,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,,,Alive,1930,75,70+
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,for having enhanced our understanding of conflict and cooperation through game-theory analysis,01-Feb,800,Individual,Thomas C. Schelling,14/04/1921,"Oakland, CA",United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,13/12/2016,"Bethesda, MD",United States of America,1921,84,70+
2005,Literature,The Nobel Prize in Literature 2005,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,01-Jan,801,Individual,Harold Pinter,10/10/1930,London,United Kingdom,Male,,,,24/12/2008,London,United Kingdom,1930,75,70+
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,01-Feb,789,Individual,Barry J. Marshall,30/09/1951,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,,,Alive,1951,54,50-60
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,01-Feb,790,Individual,J. Robin Warren,11/06/1937,Adelaide,Australia,Male,,Perth,Australia,,,Alive,1937,68,60-70
2005,Peace,The Nobel Peace Prize 2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,01-Feb,797,Organization,International Atomic Energy Agency (IAEA),,,,,,,,,,Other,,,
2005,Peace,The Nobel Peace Prize 2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,01-Feb,798,Individual,Mohamed ElBaradei,17/06/1942,Cairo,Egypt,Male,,,,,,Alive,1942,63,60-70
2005,Physics,The Nobel Prize in Physics 2005,for his contribution to the quantum theory of optical coherence,01-Feb,791,Individual,Roy J. Glauber,01/09/1925,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,Alive,1925,80,70+
2005,Physics,The Nobel Prize in Physics 2005,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",01-Apr,792,Individual,John L. Hall,21/08/1934,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,Alive,1934,71,70+
2005,Physics,The Nobel Prize in Physics 2005,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",01-Apr,793,Individual,Theodor W. H??nsch,30/10/1941,Heidelberg,Germany,Male,Max-Planck-Institut f??r Quantenoptik,Garching,Germany,,,Alive,1941,64,60-70
2006,Chemistry,The Nobel Prize in Chemistry 2006,for his studies of the molecular basis of eukaryotic transcription,01-Jan,806,Individual,Roger D. Kornberg,24/04/1947,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,Alive,1947,59,50-60
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,for his analysis of intertemporal tradeoffs in macroeconomic policy,01-Jan,807,Individual,Edmund S. Phelps,26/07/1933,"Evanston, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,,,Alive,1933,73,70+
2006,Literature,The Nobel Prize in Literature 2006,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,01-Jan,808,Individual,Orhan Pamuk,07/06/1952,Istanbul,Turkey,Male,,,,,,Alive,1952,54,50-60
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,for their discovery of RNA interference - gene silencing by double-stranded RNA,01-Feb,802,Individual,Andrew Z. Fire,27/04/1959,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,Alive,1959,47,40-50
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,for their discovery of RNA interference - gene silencing by double-stranded RNA,01-Feb,803,Individual,Craig C. Mello,19/10/1960,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,,,Alive,1960,46,40-50
2006,Peace,The Nobel Peace Prize 2006,for their efforts to create economic and social development from below,01-Feb,809,Individual,Muhammad Yunus,28/06/1940,Chittagong,British India (Bangladesh),Male,,,,,,Alive,1940,66,60-70
2006,Peace,The Nobel Peace Prize 2006,for their efforts to create economic and social development from below,01-Feb,810,Organization,Grameen Bank,,,,,,,,,,Other,,,
2006,Physics,The Nobel Prize in Physics 2006,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,01-Feb,804,Individual,John C. Mather,07/08/1946,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,,,Alive,1946,60,60-70
2006,Physics,The Nobel Prize in Physics 2006,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,01-Feb,805,Individual,George F. Smoot,20/02/1945,"Yukon, FL",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,Alive,1945,61,60-70
2007,Chemistry,The Nobel Prize in Chemistry 2007,for his studies of chemical processes on solid surfaces,01-Jan,816,Individual,Gerhard Ertl,10/10/1936,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,,,Alive,1936,71,70+
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,for having laid the foundations of mechanism design theory,01-Mar,820,Individual,Leonid Hurwicz,21/08/1917,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,24/06/2008,"Minneapolis, MN",United States of America,1917,90,70+
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,for having laid the foundations of mechanism design theory,01-Mar,821,Individual,Eric S. Maskin,12/12/1950,"New York, NY",United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,,,Alive,1950,57,50-60
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,for having laid the foundations of mechanism design theory,01-Mar,822,Individual,Roger B. Myerson,29/03/1951,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,Alive,1951,56,50-60
2007,Literature,The Nobel Prize in Literature 2007,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",01-Jan,817,Individual,Doris Lessing,22/10/1919,Kermanshah,Persia (Iran),Female,,,,17/11/2013,London,United Kingdom,1919,88,70+
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,01-Mar,811,Individual,Mario R. Capecchi,06/10/1937,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,,,Alive,1937,70,70+
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,01-Mar,812,Individual,Sir Martin J. Evans,01/01/1941,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,,,Alive,1941,66,60-70
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,01-Mar,813,Individual,Oliver Smithies,23/06/1925,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,10/01/2017,"Chapel Hill, NC",United States of America,1925,82,70+
